,addressCN,brand,city,pOSNameCN,province,storeType,telephone
5535,辽宁沈阳市中街路190号运动汇3楼,adidas,沈阳市,沈阳市中街路运动汇运动表现店,辽宁,运动表现店,15940055910
5536,辽宁沈阳市中华路21号百盛购物广场6楼,adidas,沈阳市,沈阳市中华路百盛运动表现店,辽宁,运动表现店,13840340352
5537,辽宁大连市西安路123号麦凯乐商场4楼,adidas,大连市,大连市西安路麦凯乐商场运动表现店,辽宁,运动表现店,15942869234
5538,辽宁沈阳市太原北街86号中兴大厦5楼,adidas,沈阳市,沈阳市太原北街中兴大厦运动表现店,辽宁,运动表现店,13889888525
5539,辽宁沈阳市中华路45号胜道运动城3楼,adidas,沈阳市,沈阳市中华路运动元素运动表现店,辽宁,运动表现店,13478278957
5540,辽宁沈阳市中街路212号商业城5楼,adidas,沈阳市,沈阳市中街路商业城运动表现店,辽宁,运动表现店,13591461883
5541,辽宁沈阳市小东路1号新玛特购物广场6楼,adidas,沈阳市,沈阳市小东路新玛特运动表现店,辽宁,运动表现店,15040357417
5542,辽宁鞍山市二道街88号百盛5楼,adidas,鞍山市,鞍山市二道街百盛运动表现店,辽宁,运动表现店,15042284115
5543,辽宁抚顺市西四路4号鹏达运动城1楼,adidas,抚顺市,抚顺市西四路鹏达运动城运动表现店,辽宁,运动表现店,15842327352
5544,辽宁本溪市解放北路4号本溪商业大厦4楼,adidas,本溪市,本溪市解放北路本溪商业大厦运动表现店,辽宁,运动表现店,13804145229
5545,辽宁营口市东升路30号1楼,adidas,营口市,营口市东升路30号运动表现店,辽宁,运动表现店,15009848958
5546,辽宁抚顺市东一路4号抚顺百货大楼4楼,adidas,抚顺市,抚顺市东一路百货大楼运动表现店,辽宁,运动表现店,15141325353
5547,辽宁阜新市解放大街56号新玛特4楼,adidas,阜新市,阜新市解放大街新玛特运动表现店,辽宁,运动表现店,18341817701
5548,广东深圳市创新路天虹商场4楼,adidas,深圳市,深圳市沙井中心路天虹商场运动表现店,广东,运动表现店,15977586008
5549,江苏泰州市青年南路248号文峰千家惠5楼,adidas,泰州市,泰州市文峰运动表现店,江苏,运动表现店,15861046408
5550,上海上海市昌里路337号浦东商场2楼,adidas,上海市,上海市昌里路浦东商场运动表现店,上海,运动表现店,58723476
5551,上海上海市卫零路555号瑞鑫百货4楼,adidas,上海市,上海市卫零路瑞鑫百货运动表现店,上海,运动表现店,67961002
5552,上海上海市华夏东路2255号浦东商场4楼,adidas,上海市,上海市华夏东路浦东商场运动表现店,上海,运动表现店,68351139
5553,广东东莞市东城大道283号海雅百货4楼,adidas,东莞市,东莞市东城大道海雅百货运动表现店,广东,运动表现店,15977586008
5554,福建武夷山市新西宁街14号,adidas,武夷山市,武夷山市新西宁街14号运动表现店,福建,运动表现店,18620584565
5555,广东深圳市留仙大道1380号天虹商场5楼,adidas,深圳市,深圳市留仙大道天虹商场运动表现店,广东,运动表现店,13533487680
5556,吉林长春市东风大街1038号欧亚车百5楼,adidas,长春市,长春市东风大街欧亚车百运动表现店,吉林,运动表现店,0431-81682501
5557,辽宁沈阳市南京南街126号五环商城1楼,adidas,沈阳市,沈阳市南京南路五环商城运动表现店,辽宁,运动表现店,18102482470
5558,江苏宿迁市中山路214-215号香港城广场1楼,adidas,宿迁市,宿迁市中山路香港城广场运动表现店,江苏,运动表现店,0527-84229718
5559,湖北武汉市解放大道688号武商广场6楼,adidas,武汉市,武汉市武商广场运动表现店,湖北,运动表现店,027-85715707
5560,湖北宜昌市东山大道106号宜昌国贸6楼,adidas,宜昌市,宜昌市国贸运动表现店,湖北,运动表现店,0717-6441933
5561,湖北潜江市广华大道64号1楼,adidas,潜江市,潜江市广华大道64号运动表现店,湖北,运动表现店,13407289567
5562,湖北十堰市人民北路53号五堰滔博运动城1楼,adidas,十堰市,十堰市五堰滔博运动城运动表现店,湖北,运动表现店,0719-8665002
5563,湖北武汉市珞喻路6号群光广场5楼,adidas,武汉市,武汉市群光广场运动表现店,湖北,运动表现店,18086119242
5564,湖北武汉市徐东路7号徐东平价2楼,adidas,武汉市,武汉市徐东平价运动表现店,湖北,运动表现店,027-86791001
5565,湖北武汉市中山大道890号中山大洋百货5楼,adidas,武汉市,武汉市中山大洋百货运动表现店,湖北,运动表现店,027-82450306
5566,湖北十堰市公园路81号十堰中商4楼,adidas,十堰市,十堰市中商运动表现店,湖北,运动表现店,0719-8106442
5567,湖北黄石市交通路19号1楼,adidas,黄石市,黄石市交通路59号运动表现店,湖北,运动表现店,18772322817
5568,湖北宜昌市四新路2号新概念运动城2楼,adidas,宜昌市,宜昌市四中新概念运动城运动表现店,湖北,运动表现店,13986759121
5569,北京北京市府学路29号阳光商厦6楼,adidas,北京市,北京市府学路阳光商厦运动表现店,北京,运动表现店,69721175
5570,河南平顶山市开源路100号鹰城世贸百货-1楼,adidas,平顶山市,平顶山市开源路鹰城百货运动表现店,河南,运动表现店,18638895926
5571,河南洛阳市南昌路80号丹尼斯百货5楼,adidas,洛阳市,洛阳市南昌路丹尼斯百货运动表现店,河南,运动表现店,037964601051
5572,云南昆明市东风西路177号金穗大厦1楼,adidas,昆明市,昆明市东风西路金穗大厦滔博运动城运动表现店,云南,运动表现店,13769106224
5573,湖北武汉市珞喻路726号鲁巷广场购物中心4楼,adidas,武汉市,武汉市珞喻路鲁巷广场购物中心运动表现店,湖北,运动表现店,027-87181060
5574,浙江三门县光明路62号东方百货1楼,adidas,三门县,三门县光明路东方百货运动表现店,浙江,运动表现店,13665795275
5575,福建泉州市田安北路丰泽广场4楼,adidas,泉州市,泉州市田安北路丰泽新华都运动表现店,福建,运动表现店,0595-22856508  
5576,江苏徐州市中山北路2号金鹰国际购物中心6楼,adidas,徐州市,徐州市中山北路金鹰国际购物中心运动表现店,江苏,运动表现店,0516-83706398
5577,浙江嘉兴市禾兴南路520戴梦得购物体育中心1,adidas,嘉兴市,嘉兴市禾兴南路戴梦得购物中心运动表现店,浙江,运动表现店,0573-82071805
5578,江西九江市浔阳东路19-23号联盛购物广场5楼,adidas,九江市,九江市浔阳东路联盛购物广场运动表现店,江西,运动表现店,0792-8138198
5579,湖北武汉市汉阳大道139号汉阳商场3楼,adidas,武汉市,武汉市汉阳商场运动表现店,湖北,运动表现店,027-87418805
5580,内蒙古通辽市明仁大街66号金叶广场4楼,adidas,通辽市,通辽市明仁大街金叶广场运动表现店,内蒙古,运动表现店,0475-6188964
5581,河北衡水市人民路106号衡水百货大楼6楼,adidas,衡水市,衡水市人民路衡水百货大楼运动表现店,河北,运动表现店,15131819330
5582,浙江舟山市人民中路29号第一百货5楼,adidas,舟山市,舟山市人民中路定海第一百货运动表现店,浙江,运动表现店,0580-8261991
5583,山东文登市昆嵛路1号利群购物广场2楼,adidas,文登市,文登市昆嵛路利群购物广场运动表现店,山东,运动表现店,13563165959
5584,辽宁开原市步行街,adidas,开原市,开原市开原市步行街运动表现店,辽宁,运动表现店,18624066578
5585,广东广州市天河路611号摩登百货5楼,adidas,广州市,广州市天河路摩登百货运动表现店,广东,运动表现店,13533487680
5586,广东广州市中山五路4号新大新百货7楼,adidas,广州市,广州市中山五路新大新百货运动表现店,广东,运动表现店,13751734824
5587,山西太原市柳巷南路27号美莎国际运动城1楼,adidas,太原市,太原市柳巷南路美莎国际运动城运动表现店,山西,运动表现店,15035188126
5588,内蒙古通辽市民主路16号1楼,adidas,通辽市,通辽市民主路16号运动表现店,内蒙古,运动表现店,18747371025
5589,广东惠州市麦地路60号天虹商场5楼,adidas,惠州市,惠州市麦地路天虹商场运动表现店,广东,运动表现店,13632186880
5590,广东汕头市金园路17-111号1楼,adidas,汕头市,汕头市金园路17栋111号运动表现店,广东,运动表现店,0754-88237038
5591,贵州贵阳市河西路1号太平洋大厦1楼,adidas,贵阳市,贵阳市河西路太平洋大厦胜道运动城运动表现店,贵州,运动表现店,0851-85877276
5592,福建漳州市新华东路50-51号世纪广场1楼,adidas,漳州市,漳州市新华东路世纪广场运动表现店,福建,运动表现店,0596-2198961
5593,湖南衡阳市先锋路44号,adidas,衡阳市,衡阳市先锋路龙之豪运动新概念运动表现店,湖南,运动表现店,15575494126
5594,湖北武汉市中南路7号中商广场1楼,adidas,武汉市,武汉市中南路中商广场运动表现店,湖北,运动表现店,027-87312238
5595,湖北武汉市徐东大街18号中山百货3楼,adidas,武汉市,武汉市徐东大街中山百货运动表现店,湖北,运动表现店,18086119303
5596,江西赣州市文清路29号1楼,adidas,赣州市,赣州市文清路29号运动表现店,江西,运动表现店,13907978953
5597,江苏溧阳市燕山路2号华地百货4楼,adidas,溧阳市,溧阳市华地百货运动表现店,江苏,运动表现店,0519-87267162
5598,江苏徐州市汉城路13号福泰隆1楼,adidas,徐州市,徐州市沛县福泰隆运动表现店,江苏,运动表现店,0516-89623185
5599,江苏扬中市江洲东路30号扬中商场3楼,adidas,扬中市,扬中市江洲东路扬中商厦运动表现店,江苏,运动表现店,0523-88355830
5600,河南郑州市二七街道200号金博大4楼,adidas,郑州市,郑州市二七街道大商新玛特运动表现店,河南,运动表现店,037963121209
5601,浙江温州市公园路105号日报大厦1楼,adidas,温州市,温州市公园路日报大厦运动表现店,浙江,运动表现店,0577-88899027
5602,浙江余姚市阳明西路1号华联商厦4楼,adidas,余姚市,余姚市阳明西路华联商厦运动表现店,浙江,运动表现店,0574-62622532
5603,江苏东台市望海西路1号国贸大厦3楼,adidas,东台市,东台市望海西路国贸大厦运动表现店,江苏,运动表现店,0515-85288366
5604,河南郑州市人民路2号丹尼斯百货1楼,adidas,郑州市,郑州市人民路丹尼斯运动表现店,河南,运动表现店,0371-66253637
5605,广东潮州市永护路16号1楼,adidas,潮州市,潮州市永护路15号运动表现店,广东,运动表现店,0768-2680710
5606,辽宁丹东市七经街8号新一百5楼,adidas,丹东市,丹东市七经街新一百百货运动表现店,辽宁,运动表现店,15842556050
5607,广东广州市北京路238号名盛广场5楼,adidas,广州市,广州市北京路天河城百货运动表现店,广东,运动表现店,020-83305049
5608,湖北武汉市汉阳大道687号21世纪购物中心2楼,adidas,武汉市,武汉市汉阳大道21世纪购物中心运动表现店,湖北,运动表现店,027-84870386
5609,江苏南京市湖南路231号百富运动城2楼,adidas,南京市,南京市华南路百富运动城运动表现店,江苏,运动表现店,025-83244590
5610,江苏无锡市箭河街205-211号崇安寺1楼,adidas,无锡市,无锡市箭河街崇安寺运动表现店,江苏,运动表现店,0510-82737126
5611,北京北京市朝阳门外大街8号蓝岛大厦4楼,adidas,北京市,北京市朝阳门外大街蓝岛大厦运动表现店,北京,运动表现店,010-58214074
5612,上海上海市仙霞西路88号西郊百联购物中心3楼,adidas,上海市,上海市西郊百联运动表现店,上海,运动表现店,18918083889
5613,广西桂林市中山中路37号微笑堂商厦5楼,adidas,桂林市,桂林市中山中路微笑堂商厦运动表现店,广西,运动表现店,13481023619
5614,浙江诸暨市艮塔路28号雄风百货5楼,adidas,诸暨市,诸暨市艮塔路雄风百货运动表现店,浙江,运动表现店,15988283813
5615,重庆重庆市白岩路1号重庆百货3楼,adidas,重庆市,重庆市白岩路万州重庆百货运动表现店,重庆,运动表现店,023-58252556
5616,湖南郴州市国庆北路8号友谊中皇城3楼,adidas,郴州市,郴州市国庆北路友谊中皇城运动表现店,湖南,运动表现店,13467845782
5617,重庆重庆市太白路2号新世纪百货5楼,adidas,重庆市,重庆市太白路万州新世纪百货运动表现店,重庆,运动表现店,13368251385
5618,北京北京市中关村南大街2号华宇购物中心-1楼,adidas,北京市,北京市华宇购物中心运动表现店,北京,运动表现店,51626432
5619,甘肃兰州市中山路120号亚欧百货5楼,adidas,兰州市,兰州市中山路亚欧百货运动表现店,甘肃,运动表现店,0931-4818201
5620,青海西宁市东大街53号大十字百货商店4楼,adidas,西宁市,西宁市东大街大十字百货运动表现店,青海,运动表现店,0971-8222063
5621,广东广州市北京路238号名盛广场5楼,adidas,广州市,广州市北京路天河城百货名盛运动表现店,广东,运动表现店,020-32312222
5622,山西太原市五一路77号铜锣湾国际购物中心5楼,adidas,太原市,太原市五一路铜锣湾国际购物中心运动表现店,山西,运动表现店,0351-8200331
5623,四川遂宁市政府西街1号摩尔春天百货5楼,adidas,遂宁市,遂宁市政府西街摩尔春天百货运动表现店,四川,运动表现店,
5624,江苏苏州市临顿路108长发商厦5楼,adidas,苏州市,苏州市临顿路长发商厦运动表现店,江苏,运动表现店,15335205335
5625,江苏江阴市人民中路18华地百货5楼,adidas,江阴市,江阴市人民中路华地百货运动表现店,江苏,运动表现店,15335205335
5626,辽宁朝阳市新华街82号商业楼1楼,adidas,朝阳市,朝阳市新华街商业楼运动表现店,辽宁,运动表现店,0421-2610246
5627,广东佛山市金贸大道2号新都会3楼,adidas,佛山市,佛山市金贸大道新都会购物中心运动表现店,广东,运动表现店,020-32312222
5628,山东泰安市财源大街90号中百大厦3楼,adidas,泰安市,泰安市财源大街中百大厦运动城运动表现店,山东,运动表现店,0538-6278251
5629,湖北襄阳市解放路228号金河大厦1楼,adidas,襄阳市,襄阳市解放路金河大厦新概念运动城运动表现店,湖北,运动表现店,15872287525
5630,浙江宁海县桃源南路179号桃源大厦1楼,adidas,宁海县,宁海县桃源南路桃源大厦运动表现店,浙江,运动表现店,0574-65362783
5631,浙江杭州市峙山北路107号,adidas,杭州市,杭州市临浦峙山北路运动表现店,浙江,运动表现店,13588791886
5632,浙江兰溪市劳动路78号今朝商厦1楼,adidas,兰溪市,兰溪市劳动路今朝商厦运动表现店,浙江,运动表现店,0579-88822768
5633,江苏徐州市中山北路43-2号,adidas,徐州市,徐州市中山北路43号运动表现店,江苏,运动表现店,0516-85936182
5634,辽宁桓仁满族自治县桓仁中心街1楼,adidas,桓仁满族自治县,桓仁满族自治县桓仁中心街运动表现店,辽宁,运动表现店,13941497799
5635,吉林公主岭市迎宾路655号,adidas,公主岭市,公主岭市迎宾路655号运动表现店,吉林,运动表现店,15500197771
5636,辽宁铁岭市工人街8号兴隆百货6楼,adidas,铁岭市,铁岭市银州路兴隆百货运动表现店,辽宁,运动表现店,024-74847751
5637,山东青岛市崇阳路491号青岛国货1楼,adidas,青岛市,青岛市城阳区崇阳路青岛国货运动表现店,山东,运动表现店,15318758284
5638,广东中山市大信路1号大信新都汇3楼,adidas,中山市,中山市大信路优越百货运动表现店,广东,运动表现店,0760-87881836
5639,广西桂林市漓江路26号南城百货1楼,adidas,桂林市,桂林市漓江路南城百货运动表现店,广西,运动表现店,13481023619
5640,广西北海市湾中路31号和安商港5楼,adidas,北海市,北海市北部湾中路和安商港运动表现店,广西,运动表现店,18007806320
5641,安徽合肥市荣事达大道绿都商城B区乐普生商厦4楼,adidas,合肥市,合肥市徽州大道乐普生商厦运动表现店,安徽,运动表现店,0551-62630450
5642,辽宁大连市友好路42号麦凯乐商场6楼,adidas,大连市,大连市友好路麦凯乐商场运动表现店,辽宁,运动表现店,15942414321
5643,广东珠海市凤凰南路扬名广场吉之岛4楼,adidas,珠海市,珠海市凤凰南路吉之岛运动表现店,广东,运动表现店,0756-2212498
5644,广东东莞市东纵大道地王广场彩怡百货3楼,adidas,东莞市,东莞市东纵大道地王彩怡百货运动表现店,广东,运动表现店,13798570112
5645,辽宁沈阳市中街路205号0101流行馆5楼,adidas,沈阳市,沈阳市中街路0101流行馆运动表现店,辽宁,运动表现店,18102482461
5646,辽宁抚顺市解放路16号商业城4楼,adidas,抚顺市,抚顺市解放路抚顺商业城运动表现店,辽宁,运动表现店,13998806960
5647,河北保定市裕华路65号北国商城3楼,adidas,保定市,保定市裕华路北国商城运动城运动表现店,河北,运动表现店,15630238296
5648,福建晋江市福兴路78SM城市广场2楼,adidas,晋江市,晋江市福兴路晋江SM城市广场运动表现店,福建,运动表现店,0595-88156028
5649,广东佛山市锦华路85号东方广场1楼,adidas,佛山市,佛山市锦华路东方广场运动表现店,广东,运动表现店,0757-82321261
5650,上海上海市张杨北路801号文峰广场3楼,adidas,上海市,上海市张扬北路文峰广场运动表现店,上海,运动表现店,18918083907
5651,福建龙海市紫葳路44号建发美一城1楼,adidas,龙海市,龙海市紫葳路建发美一城运动表现店,福建,运动表现店,13606066036
5652,上海上海市川沙路4825号浦东商场3楼,adidas,上海市,上海市浦东川沙现代广场浦东商场运动表现店,上海,运动表现店,51357048
5653,河南洛阳市中州路429号王府井百货4楼,adidas,洛阳市,洛阳市中州路王府井百货运动表现店,河南,运动表现店,037963121209
5654,江苏南京市珠江路699号东鼎大厦1楼,adidas,南京市,南京市珠江路苏果超市运动表现店,江苏,运动表现店,025-84812650
5655,吉林延吉市光明街608号百货大楼5楼,adidas,延吉市,延吉市光明街百货大楼运动表现店,吉林,运动表现店,0433-2508706
5656,辽宁沈阳市中华路中华路88号新世界百货4楼,adidas,沈阳市,沈阳市中华路新世界百货运动表现店,辽宁,运动表现店,15204015257
5657,江西南昌市福州路37号Kangfa Sportscity1楼,adidas,南昌市,南昌市福州路29号运动表现店,江西,运动表现店,13970814745
5658,湖北潜江市章华中路40号章华中路运动城1楼,adidas,潜江市,潜江市章华中路运动城运动表现店,湖北,运动表现店,13042871828
5659,河北辛集市兴华路76号,adidas,辛集市,辛集市兴华路金圆商厦运动表现店,河北,运动表现店,18032869878
5660,辽宁大连市人民路8号友谊商城7楼,adidas,大连市,大连市人民路友谊商城运动表现店,辽宁,运动表现店,15842622280
5661,山西临汾市鼓楼东大街5号安宇花园1楼,adidas,临汾市,临汾市鼓楼东大街安宇花园运动表现店,山西,运动表现店,0357-3973210
5662,河北沧州市新华中路12号苏宁电器1楼,adidas,沧州市,沧州市新华中路苏宁电器运动表现店,河北,运动表现店,0317-3511738
5663,山西晋城市黄华街1号1楼,adidas,晋城市,晋城市黄华街1号运动表现店,山西,运动表现店,0356-3053479
5664,湖北随州市解放路54号随州购物中心2楼,adidas,随州市,随州市购物中心运动表现店,湖北,运动表现店,0722-7059583
5665,福建晋江市福兴路SM国际广场2楼,adidas,晋江市,晋江市晋江SM莱雅百货运动表现店,福建,运动表现店,0595-88156031
5666,广东东莞市花园新街19-20号1楼,adidas,东莞市,东莞市镇花园新街塘厦塘盛花园运动表现店,广东,运动表现店,0769-81633995
5667,广东湛江市中山一路2世贸大厦3楼,adidas,湛江市,湛江市中山一路世贸大厦运动表现店,广东,运动表现店,"15802025865,13602731522"
5668,浙江长兴县解放东路3号第一百货商店4楼,adidas,长兴县,长兴县解放中路第一百货运动表现店,浙江,运动表现店,0572-6039848
5669,海南海口市大同路26号万国大都会1楼,adidas,海口市,海口市大同路万国大都会运动表现店,海南,运动表现店,0898-66533765
5670,天津天津市滨江道208号友谊新天地广场5楼,adidas,天津市,天津市滨江道友谊新天地广场运动表现店,天津,运动表现店,18920219318
5671,广东佛山市张边北路9号新大新百货2楼,adidas,佛山市,佛山市张边北路新大新百货运动表现店,广东,运动表现店,020-32312222-2237
5672,山东高密市人民大街688号维客3楼,adidas,高密市,高密市人民大街维客购物广场店运动表现店,山东,运动表现店,0536-2338115
5673,山东淄博市桓公路99号临淄利群4楼,adidas,淄博市,淄博市桓公路利群购物中心运动表现店,山东,运动表现店,05337198978
5674,山东聊城市柳园北路66号五星百货4楼,adidas,聊城市,聊城市柳园北路五星百货运动表现店,山东,运动表现店,0635-8265768
5675,广西玉林市人民中路172-3号1楼,adidas,玉林市,玉林市人民中路172-3号运动表现店,广西,运动表现店,13907759206
5676,上海上海市长宁路1018号龙之梦5楼,adidas,上海市,上海市长宁龙之梦运动表现店,上海,运动表现店,61157462
5677,江苏昆山市人民南路126号百大体育运动城2楼,adidas,昆山市,昆山市人民南路昆山百货运动城运动表现店,江苏,运动表现店,0512-57335033
5678,广东佛山市海六路保利水城2楼,adidas,佛山市,佛山市海六路保利水城吉之岛运动表现店,广东,运动表现店,18928612019
5679,浙江苍南县仁英路134-1361楼,adidas,苍南县,苍南县灵溪仁英路一店运动表现店,浙江,运动表现店,0577-64607200
5680,广东珠海市迎宾路1013号华润万家4楼,adidas,珠海市,珠海市迎宾路华润万家运动表现店,广东,运动表现店,13751734824
5681,广西梧州市大南路62号南城百货1楼,adidas,梧州市,梧州市大南路南城百货运动表现店,广西,运动表现店,13481023619
5682,江西九江市浔阳路258号太平洋百货6楼,adidas,九江市,九江市浔阳路太平洋百货运动表现店,江西,运动表现店,13870851921
5683,浙江衢州市劳动路1号东方商厦3楼,adidas,衢州市,衢州市劳动路东方商厦运动表现店,浙江,运动表现店,0570-3057289
5684,浙江永康市解放街14号3楼,adidas,永康市,永康市解放街南龙广场运动表现店,浙江,运动表现店,0579-87120455
5685,浙江海盐县朝阳东路138号1楼,adidas,海盐县,海盐县朝阳东路138号运动表现店,浙江,运动表现店,0573-86023306
5686,安徽合肥市胜利路88号元一百盛3楼,adidas,合肥市,合肥市胜利路百盛运动表现店,安徽,运动表现店,13605604795
5687,广东广州市先烈中路东山广场新大新商店2楼,adidas,广州市,广州市先烈中路新大新商店运动表现店,广东,运动表现店,020-87324430
5688,山东烟台市长江路28号振华商厦4楼,adidas,烟台市,烟台市长江路振华商厦运动表现店,山东,运动表现店,0535-6117038
5689,河南濮阳市黄河路360号百姓生活广场3楼,adidas,濮阳市,濮阳市任丘路中段百姓生活广场运动表现店,河南,运动表现店,0393-8061308
5690,吉林长春市新发路1号欧亚新发商厦4楼,adidas,长春市,长春市新发路欧亚新发商厦运动表现店,吉林,运动表现店,
5691,辽宁沈阳市海棠街39号1楼,adidas,沈阳市,沈阳市海棠街39号运动表现店,辽宁,运动表现店,
5692,贵州凯里市营西路中博步行街Z栋1楼11号12号门面,adidas,凯里市,凯里市韶山路3号运动表现店,贵州,运动表现店,13618552355
5693,贵州遵义市新华路48号重庆百货3楼,adidas,遵义市,遵义市重庆百货运动表现店,贵州,运动表现店,15286176646
5694,山东临沂市红旗路11号银座商城4楼,adidas,临沂市,临沂市红旗路银座商城运动表现店,山东,运动表现店,05393217656
5695,江苏徐州市中山北路9-10号金地商都1楼,adidas,徐州市,徐州市金地商都（东街）运动表现店,江苏,运动表现店,0516-83734986
5696,天津天津市津沽路156号月坛商厦5楼,adidas,天津市,天津市津沽路月坛商厦运动表现店,天津,运动表现店,60913698
5697,湖北黄冈市奥康步行街G区8号,adidas,黄冈市,黄冈市奥康步行街C区1-2号运动表现店,湖北,运动表现店,0713-8673771
5698,湖北武汉市江汉路68号滔博运动城3楼,adidas,武汉市,武汉市江汉路滔博运动城运动表现店,湖北,运动表现店,027-82838012
5699,安徽蚌埠市淮河路953号百惠运动城-1楼,adidas,蚌埠市,蚌埠市淮河路百惠运动城运动表现店,安徽,运动表现店,0552-2072148
5700,河南焦作市解放中路908号三维商业广场4楼,adidas,焦作市,焦作市解放中路三维商业广场运动表现店,河南,运动表现店,0391-3272009
5701,河南南阳市人民路510号大统百货5楼,adidas,南阳市,南阳市中州中路大统百货运动表现店,河南,运动表现店,0377-63260998
5702,山东临沂市解放路183号九州商业大厦5楼,adidas,临沂市,临沂市解放路九州商业大厦运动城运动表现店,山东,运动表现店,05398073628
5703,山东荣成市沿河北街304号吉兴商厦2楼,adidas,荣成市,荣成市沿河北路吉兴商场运动表现店,山东,运动表现店,15506317329
5704,山东济南市经二路13号振华商厦5楼,adidas,济南市,济南市振华商厦运动表现店,山东,运动表现店,0531-61360679
5705,山东济南市北园大街483号银座购物广场1楼,adidas,济南市,济南市北园大街银座购物广场运动表现店,山东,运动表现店,0531-68805091
5706,山东寿光市银海路361号中百大厦3楼,adidas,寿光市,寿光市银海路中百大厦运动表现店,山东,运动表现店,0536-5196553
5707,山东日照市黄海一路39号日照海纳商城4楼,adidas,日照市,日照市黄海一路贵和海纳商城运动表现店,山东,运动表现店,0633 8393766
5708,山东日照市烟台路201号日照新玛特4楼,adidas,日照市,日照市烟台路日照新玛特运动表现店,山东,运动表现店,0633 8798976
5709,山东青岛市正阳路136号家佳源购物中心1楼,adidas,青岛市,青岛市正阳路家佳源购物中心运动表现店,山东,运动表现店,0532-87737929
5710,江苏滨海县金厦广场步行街D区153-156号1楼,adidas,滨海县,滨海县阜东中路金厦广场运动表现店,江苏,运动表现店,13914687779
5711,内蒙古乌海市新华大街北2号春天百货万联店2楼,adidas,乌海市,乌海市千里山街万联百货运动表现店,内蒙古,运动表现店,13848336180
5712,吉林桦甸市大兴街206号红宇运动城1楼,adidas,桦甸市,桦甸市振兴街红宇运动城运动表现店,吉林,运动表现店,13944288008
5713,上海上海市公园路700号青浦东方商厦-1楼,adidas,上海市,上海市青浦东方商厦运动表现店,上海,运动表现店,69717830
5714,浙江瑞安市塘川南街160-162号亿嘉广场1楼,adidas,瑞安市,瑞安市塘下塘川南街名乐体育运动表现店,浙江,运动表现店,0577-88277262
5715,上海上海市曹安路1611号傲运汇1楼,adidas,上海市,上海市曹安路傲运汇运动城运动表现店,上海,运动表现店,13916931780
5716,黑龙江哈尔滨市解放大街与汇宁路交口6号达仁印象城2楼,adidas,哈尔滨市,哈尔滨市解放大街达仁印象城运动表现店,黑龙江,运动表现店,15134569456
5717,海南三亚市解放路668号明珠广场5楼,adidas,三亚市,三亚市解放路明珠广场运动表现店,海南,运动表现店,13876205489
5718,吉林长春市工农大路399号巴黎春天5楼,adidas,长春市,长春市工农大路巴黎春天运动表现店,吉林,运动表现店,0431-81682517
5719,四川泸州市江阳北路25号汇通百货1楼,adidas,泸州市,泸州市汇通百货2店运动表现店,四川,运动表现店,18716100569
5720,广东肇庆市端州五路2号时代广场1楼,adidas,肇庆市,肇庆市端州五路时代广场运动表现店,广东,运动表现店,13533487680
5721,辽宁营口市市府路2-3号财富春天购物中心2楼,adidas,营口市,营口市营口市府路财富春天购物中心运动表现店运动表现店,辽宁,运动表现店,18740248066
5722,山东莱西市上海中路25号利群购物广场1楼,adidas,莱西市,莱西市烟台路利群购物广场运动表现店,山东,运动表现店,0532-88400021
5723,山东乳山市商业街47号利群购物广场3楼,adidas,乳山市,乳山市商业街利群购物广场运动表现店,山东,运动表现店,0631-6665572
5724,山东威海市新威路58号华联商厦5楼,adidas,威海市,威海市新威路华联商厦运动表现店,山东,运动表现店,0631-5279377
5725,山东蓬莱市北关路686号利群购物广场2楼,adidas,蓬莱市,蓬莱市北关路利群购物广场运动表现店,山东,运动表现店,18561027078
5726,山东济宁市太白中路16号贵和购物中心4楼,adidas,济宁市,济宁市贵和购物中心运动表现店,山东,运动表现店,0537-2108780
5727,山东邹城市太平西路1288号邹城百货大楼3楼,adidas,邹城市,邹城市太平西路邹城百货运动表现店,山东,运动表现店,
5728,河南安阳市汴河中路58号华夏商场4楼,adidas,安阳市,安阳市西营街银基商贸城运动表现店,河南,运动表现店,
5729,河南安阳市文峰北街206号丹尼斯百货1楼,adidas,安阳市,安阳市文峰北街丹尼斯百货运动表现店,河南,运动表现店,0372-5922892
5730,浙江平阳县丹华北路20-24号1楼,adidas,平阳县,平阳县水头丹华北路运动表现店,浙江,运动表现店,0577-63863918
5731,浙江丽水市中山街498号丽水百货6楼,adidas,丽水市,丽水市中山街丽水百货运动表现店,浙江,运动表现店,0578-2151316
5732,湖北武汉市徐东大街18号徐东销品茂3楼,adidas,武汉市,武汉市徐东销品茂运动表现店,湖北,运动表现店,18971270347
5733,安徽合肥市长江西路367号百大CBD购物中心4楼,adidas,合肥市,合肥市长江西路百大CBD购物中心运动表现店,安徽,运动表现店,0551-2839366
5734,湖南长沙市娄底常青路步步高百货4楼,adidas,长沙市,长沙市常青路娄底步步高百货运动表现店,湖南,运动表现店,0738-8255038
5735,辽宁沈阳市青年北大街7--1号卓展5楼,adidas,沈阳市,沈阳市青年北大街卓展运动表现店,辽宁,运动表现店,18102482509
5736,黑龙江富锦市中央街新玛特商厦2楼,adidas,富锦市,富锦市中央街新玛特运动表现店,黑龙江,运动表现店,15214549765
5737,河北石家庄市中山东路326先天下广场4楼,adidas,石家庄市,石家庄市中山东路先天下广场运动表现店,河北,运动表现店,0311-85936552
